Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,05-02-2010,1099342.8306022466,0,57.23471397657631,2.9440599409765396,203.18902184689384,7.279041292200137
1,12-02-2010,1202103.0569613052,0,50.610512281300956,3.7712800217929825,195.36582307187538,6.5342702464297435
1,19-02-2010,1048392.4543132068,0,21.73439510684404,3.9082225404756636,184.7612400238414,6.571953935823766
1,26-02-2010,851518.6325761655,0,89.31297537843108,3.387111849756732,200.67528204687923,5.575251813786544
1,05-03-2010,891123.4550949634,0,62.21845179419732,3.1998730749470443,209.47439821046638,7.291034001262182
1,12-03-2010,872888.0519450721,0,59.730055505241324,2.9711445355220496,208.2254491210319,5.779156350028978
1,19-03-2010,1041772.719000951,0,20.806597522404488,3.6093191580269313,208.8176103894861,5.990914657134892
1,26-03-2010,683341.1572926225,0,50.78722458080425,4.028561113109458,203.43618289568462,5.236959844637266
1,02-04-2010,1064816.793878959,0,52.29835439167367,3.7910613973565197,208.87748459593357,7.894332330108761
1,09-04-2010,1150999.5594489472,0,43.21564953554723,3.3453938120743927,203.31263431403565,7.975545127122359
1,16-04-2010,904165.152430942,0,56.286820466723654,4.08985817235035,191.0179206054432,7.834795419230428
1,23-04-2010,1059312.276865794,0,67.23272050095268,3.177440122697438,203.61395605508415,8.53803656646597
1,30-04-2010,992834.7921780096,0,91.29287311628012,3.3006808049923992,199.39135912525254,5.581249541408598
1,07-05-2010,1208498.3234678842,0,55.60656224324976,3.678556285755873,214.77894044741515,6.481729781726353
1,14-05-2010,838301.2794213624,1,49.96485912830927,3.7507241657624024,211.58186652932028,7.257116870056279
1,21-05-2010,1062902.5791726343,0,61.941550986960806,3.9843224952664444,192.97946906122647,6.672337853402232
1,28-05-2010,921578.3693735685,0,30.72970103735763,2.1724119762182648,203.45517943888765,6.604483548419707
1,04-06-2010,942172.6287060116,0,56.77428576667982,3.702025428407269,218.8618590121053,7.174577812831839
1,11-06-2010,1051510.078144553,1,58.511081684676654,3.49072459774418,183.26495378009776,5.927468165564342
1,18-06-2010,801482.7641193619,0,61.204604198820526,4.731621056242643,198.07639035218878,7.301547342333612
1,25-06-2010,993057.6460589514,1,36.626439247609355,3.883648419353202,188.50207422505642,6.224663894043056
1,02-07-2010,1154628.1711778499,0,88.05588621872198,2.7990744686038598,205.8685709380027,9.190455625809978
1,09-07-2010,801892.7349738623,0,48.67404540794456,4.3533024768392306,208.7358941563538,7.009144345740137
1,16-07-2010,926892.1406334914,0,38.7539257254779,3.736796215317591,190.80575765766196,8.54993440501754
1,23-07-2010,843349.3415327526,1,53.55876967588649,3.321627487115903,205.56121798533965,8.043860610918658
1,30-07-2010,1105289.6322669392,0,27.85033530877545,3.5923169292661523,202.59882794248423,7.78182287177731
1,06-08-2010,752609.8578243837,0,33.59086773831447,3.8088204227555726,212.1707079698011,7.226288269498875
1,13-08-2010,1169480.2865153276,0,65.86144946597362,3.142824290986816,218.65774511144755,7.4738329209117875
1,20-08-2010,761739.3005594703,0,73.1310721726766,3.1244102876680357,188.6957194687947,7.7699773599307935
1,27-08-2010,1253677.9044807805,0,76.4412031998898,4.448396491326974,197.54611883997129,6.246263835642511
1,03-09-2010,822097.1140748954,1,43.68379430069123,3.9393367740954477,197.6040549180619,8.209381970686634
1,10-09-2010,1107592.000738399,0,54.70686333524088,4.860084583294809,206.25667347765005,6.142842443583717
1,17-09-2010,785821.5003877776,1,69.64944830486371,3.43793380555917,207.4034081794774,6.547537767655331
1,24-09-2010,1155409.9589807217,0,51.06970095865958,3.928199397161736,202.14093744130204,5.7542612212880115
1,01-10-2010,1034636.1851702364,0,67.70634759457674,3.6154768614725663,191.91063108609637,8.057423508862376
1,08-10-2010,1010272.171895927,0,81.66102486350553,4.026901026017452,186.2233063204291,6.062174960084877
1,15-10-2010,1103007.053441732,0,70.27571901824417,3.5119659072329186,208.71913988812392,8.437356328333527
1,22-10-2010,1001461.2745481265,0,79.08003526986406,3.825695625652899,196.84730755359655,7.758969220493268
1,29-10-2010,845434.9570924856,0,55.26362786519982,3.4801819289801905,194.65337258149935,5.211503495019503
1,05-11-2010,1071460.9083873269,0,50.56136268421133,4.044475298483683,200.64280019095463,5.922255222070694
1,12-11-2010,856939.2581480064,0,73.59195497869352,4.694517978696231,218.43413758320534,8.363435490951705
